bird collected,,,,,,,,,,,,,,,,,,,,,,,,
bird flushed,,,,,,,,,,,,,,,,,,,,,,,,
bird on nest,,,,,,,,,,,,,,,,,,,,,,,,
bird seen,,,,,,,,,,,,,,,,,,,,,,,,
bird shot,,,,,,,,,,,,,,,,,,,,,,,,
certain,,,,,,,,,,,,,,,,,,,,,,,,
colony,,,,,,,,,,,,,,,,,,,,,,,,
female flushed,,,,,,,,,,,,,,,,,,,,,,,,
female on nest,,,,,,,,,,,,,,,,,,,,,,,,
female seen,,,,,,,,,,,,,,,,,,,,,,,,
