apertural angle,,,,,,,,,,,,,,,,,,,,,,,,
bell diameter,,,,,,,,,,,,,,,,,,,,,,,,
bell fineness,,,,,,,,,,,,,,,,,,,,,,,,
bell height,,,,,,,,,,,,,,,,,,,,,,,,
bill depth,,,,,,,,,,,,,,,,,,,,,,,,
bill length,,,,,,,,,,,,,,,,,,,,,,,,
bill width,,,,,,,,,,,,,,,,,,,,,,,,
body length,,,,,,,,,,,,,,,,,,,,,,,,
brain weight,,,,,,,,,,,,,,,,,,,,,,,,
depth,,,,,,,,,,,,,,,,,,,,,,,,
depth (max.),,,,,,,,,,,,,,,,,,,,,,,,
depth (min.),,,,,,,,,,,,,,,,,,,,,,,,
diameter,,,,,,,,,,,,,,,,,,,,,,,,
diameter (max.),,,,,,,,,,,,,,,,,,,,,,,,
display depth (z),,,,,,,,,,,,,,,,,,,,,,,,
display height (y),,,,,,,,,,,,,,,,,,,,,,,,
display width (x),,,,,,,,,,,,,,,,,,,,,,,,
dry weight,,,,,,,,,,,,,,,,,,,,,,,,
ear length,,,,,,,,,,,,,,,,,,,,,,,,
forearm length,,,,,,,,,,,,,,,,,,,,,,,,
grams,,,,,,,,,,,,,,,,,,,,,,,,
head & body length,,,,,,,,,,,,,,,,,,,,,,,,
head length,,,,,,,,,,,,,,,,,,,,,,,,
height,,,,,,,,,,,,,,,,,,,,,,,,
height (max.),,,,,,,,,,,,,,,,,,,,,,,,
hind foot length,,,,,,,,,,,,,,,,,,,,,,,,
length,,,,,,,,,,,,,,,,,,,,,,,,
length (max.),,,,,,,,,,,,,,,,,,,,,,,,
length to caudal fork,,,,,,,,,,,,,,,,,,,,,,,,
mantle length,,,,,,,,,,,,,,,,,,,,,,,,
mantle width,,,,,,,,,,,,,,,,,,,,,,,,
shape,,,,,,,,,,,,,,,,,,,,,,,,
shell diameter,,,,,,,,,,,,,,,,,,,,,,,,
snout-venter length,,,,,,,,,,,,,,,,,,,,,,,,
standard length,,,,,,,,,,,,,,,,,,,,,,,,
tail length,,,,,,,,,,,,,,,,,,,,,,,,
tarsus length,,,,,,,,,,,,,,,,,,,,,,,,
thickness,,,,,,,,,,,,,,,,,,,,,,,,
tragus length,,,,,,,,,,,,,,,,,,,,,,,,
vesicle size,,,,,,,,,,,,,,,,,,,,,,,,
wall thickness,,,,,,,,,,,,,,,,,,,,,,,,
weight,,,,,,,,,,,,,,,,,,,,,,,,
whorl height,,,,,,,,,,,,,,,,,,,,,,,,
width,,,,,,,,,,,,,,,,,,,,,,,,
width (max.),,,,,,,,,,,,,,,,,,,,,,,,
wing length,,,,,,,,,,,,,,,,,,,,,,,,
wingspan,,,,,,,,,,,,,,,,,,,,,,,,
