-
adult
adult exulis
adult fundatrix
adult gallicola
adult sexupara
adult?
ammocoetes
bipinnaria
blastula
brachiolaria
budding
cercaria
cercocytsis
cleavage
crawler
cyphonautes
cyprid
cyst
cysticercus
cysts
eft
egg
egg case
egg mass
embryo
empty puparium
ephippium
ephyra
epitoke
eryoneicus larva
exuvium
fetal
first instar
first instar exulis
first instar exulis exuvium
first instar exuvium
first instar fundatrices
first instar gallicola
first instar nymph
first instar nymph exulis
first instarnymph
first instarnymphs
G&D 01-21: embryo w/neural fold closing
"G&D 22-24: prelarva, w/head formation"
G&D 25-28: larva w/tail & body curved
G&D 29: larva w/balancers
"G&D 30: larva straight, 3 gills, legs"
G&D 31-33: larva w/branching gills
G&D 34-38: larva w/no front limb digits
G&D 39: larva w/2 front limb digits
G&D 40: larva w/elbow articulation
G&D 41-42: larva w/3 front limb digits
G&D 43-45: larva w/4 front limb digits
G&D 46-48: larva w/no hind limb digits
G&D 49: larva w/2 hind limbs
G&D 50-51: larva w/3 hind limb digits
G&D 52: larva w/4 hind limb digits
G&D 53-54: larva w/5 hind limb digits
G&D 55: larva w/gills reducing
G&D 56: metamorph
gallicola nymphs
gallicolanymphs
gametes
gastrula
gerontic
glochidium
Gosner 01-18: anuran embryo
Gosner 19-22: pretadpole
Gosner 23-24: tadpole w/external gills
Gosner 25-27: tadpole w/no legs
Gosner 28-30: tadpole w/hind limb buds
Gosner 31-33: tadpole w/hind foot
Gosner 34-36: tadpole w/hind toes
Gosner 37-38: tadpole w/later toe stage
Gosner 39: tadpole w/hind subtubercles
Gosner 40: tadpole w/hind foot complete
Gosner 41: tadpole w/forelimbs inside
Gosner 42: tadpole w/forelimbs emerged
Gosner 43: early anuran metamorph
Gosner 44: anuran metamorph
Gosner 45: anuran metamorph
Gosner 46: anuran metamorph
hatchling
holaspid
hydatid
imago
immature
juvenile
larva
"larva, front limbs"
"larva, hind limbs"
larval case
medusa
megalopa
meraspid
metacercaria
metamorph
metanauplius
miracidium
miricidia
motile
mysis stage
nauplius
neonate
neotenic
nestling
nit
nymph
nymph exulis
nymph exulis exuvium
nymph exuvium
nymph gallicola
oncosphere
oocysts
ookinete
ookinetes
ova
ovigerous
pansporoblast
phyllosoma
pilidia
pilidium larva
plerocercoid
plutei
polyp
post-ovigerous
pre-tadpole
prepupa
protaspis
pupa
puparium
redia
rediae
scyphistoma
second instar
sexupara nymph
spores
sporocyst
sporozoites
sprorzoite
statoblast
strobila
subadult
subimago
tadpole
teneral
third instar
trilobite
trochophore
trophozoite
tube
vegetative
veliger
winged adult
winged nymph
young
zoea
