depth inside,,,,,,,,,,,,,,,,,,,,,,,,
depth outside,,,,,,,,,,,,,,,,,,,,,,,,
diameter inside,,,,,,,,,,,,,,,,,,,,,,,,
diameter outside,,,,,,,,,,,,,,,,,,,,,,,,
length,,,,,,,,,,,,,,,,,,,,,,,,
mass,,,,,,,,,,,,,,,,,,,,,,,,
width,,,,,,,,,,,,,,,,,,,,,,,,
